"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","PER.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Peru","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","TLS.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Timor-Leste, Democratic Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDV.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Maldives","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GRC.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Greece","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.3636355622356755","0.2100470234304067","",""
"IMF.STA:GFS_COFOG(11.0.0)","LTU.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Lithuania, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.8809335381352973","0.8628159384962838","",""
"IMF.STA:GFS_COFOG(11.0.0)","WBG.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","West Bank and Gaza","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GEO.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Georgia","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","2.194185047330436","0.9096890794447476","0.2361486215992496",""
"IMF.STA:GFS_COFOG(11.0.0)","RUS.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Russian Federation","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LTU.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Lithuania, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.855825390601914","5.150487327644153","",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","2.917113135612202","3.056815527505206","2.5831649468477",""
"IMF.STA:GFS_COFOG(11.0.0)","KGZ.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","3.465585162143198","3.230295842095892","3.325627726221612",""
"IMF.STA:GFS_COFOG(11.0.0)","MDV.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Maldives","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.01851738226041937","0.02922403183639421","0.00592843946950793",""
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.3522348353693961","0.1153246524539132","0.09497091461693467",""
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.3241414872298994","0.3309058501734847","0.2965113339106818",""
"IMF.STA:GFS_COFOG(11.0.0)","TLS.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Timor-Leste, Democratic Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LVA.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Latvia, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.5391117285967028","0.1183003680606782","",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MLT.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Malta","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.9944157534534156","0.9577077200541604","",""
"IMF.STA:GFS_COFOG(11.0.0)","WBG.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","West Bank and Gaza","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHE.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Switzerland","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","UKR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Ukraine","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.01617179268770791","0.01464560610820837","0.01423256205236451",""
"IMF.STA:GFS_COFOG(11.0.0)","GEO.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Georgia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.006422487004344565","0.005489976339437222","0.005483134221829541",""
"IMF.STA:GFS_COFOG(11.0.0)","TUR.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Türkiye, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","2.384542037146576","1.85000723342094","2.17539727190396",""
"IMF.STA:GFS_COFOG(11.0.0)","TLS.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Timor-Leste, Democratic Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NIC.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Nicaragua","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NIC.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Nicaragua","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.341150382327952","1.205842778793419","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDV.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Maldives","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NOR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Norway","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.3692936749669861","0.3015140873877556","",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","WBG.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","West Bank and Gaza","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.0558566859210171","0.06843836430444333","0.0891612646665018",""
"IMF.STA:GFS_COFOG(11.0.0)","LTU.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Lithuania, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.009807738760780083","0.007701002004364296","",""
"IMF.STA:GFS_COFOG(11.0.0)","KGZ.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.4678083681727238","0.4168851191651299","0.4892659506746816",""
"IMF.STA:GFS_COFOG(11.0.0)","TLS.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Timor-Leste, Democratic Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.776008240354947","2.120334048150098","1.774232082176862",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.09916397621070518","0.09275612431444241","",""
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.4206056707527167","0.4118563459446345","0.4082900057045331",""
"IMF.STA:GFS_COFOG(11.0.0)","NIC.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Nicaragua","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.9087260969017978","0.6927859984561249","0.5947280326592687",""
"IMF.STA:GFS_COFOG(11.0.0)","KAZ.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.1195159279619362","0.09534672073279254","0.08288522971414033",""
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.367400148142439","2.49551378597324","2.5833565092607",""
"IMF.STA:GFS_COFOG(11.0.0)","MLT.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Malta","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","3.298964125264667E-4","9.209466015425856E-4","",""
"IMF.STA:GFS_COFOG(11.0.0)","GEO.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Georgia","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.1730777908093882","0.1332691756398386","0.1524062080294893",""
"IMF.STA:GFS_COFOG(11.0.0)","COG.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Congo, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GEO.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Georgia","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.381822780857827","1.391983500864308","1.43633193274562",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ROU.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Romania","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.06773845159821","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SMR.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","San Marino, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.743928407045923","5.398700907921159","5.10159929923595",""
"IMF.STA:GFS_COFOG(11.0.0)","UKR.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Ukraine","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.5365732934447459","0.5499288620175091","0.5070065350479708",""
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.264359477640987","1.303428176949348","1.335406180983155",""
"IMF.STA:GFS_COFOG(11.0.0)","SLV.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","El Salvador","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.1222319204356277","0.03845081359420699","0.03557190360543292",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","8.281785896346644","7.626816819012797","",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","4.653612574341546","4.28120365630713","",""
"IMF.STA:GFS_COFOG(11.0.0)","MLT.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Malta","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.840360126920147","0.4104900203375708","",""
"IMF.STA:GFS_COFOG(11.0.0)","WBG.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","West Bank and Gaza","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LUX.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Luxembourg","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.1541649622447513","0.1659535992384775","",""
"IMF.STA:GFS_COFOG(11.0.0)","GRC.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Greece","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","3.896410145652572","3.518529632117642","",""
"IMF.STA:GFS_COFOG(11.0.0)","GRC.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Greece","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","6.66940678918614","5.98730812639991","",""
"IMF.STA:GFS_COFOG(11.0.0)","UKR.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Ukraine","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","2.957333802495721","3.211186089861759","2.498023425221691",""
"IMF.STA:GFS_COFOG(11.0.0)","KGZ.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","1.144196368979515","1.014762703173696","1.047567048574898",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CZE.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Czech Republic","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.2300818595522496","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KGZ.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.4738224204682787","0.2285602711086903","0.2045958133223985",""
"IMF.STA:GFS_COFOG(11.0.0)","ARE.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","United Arab Emirates","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDA.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Moldova, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.3102297807544176","0.2965228640242636","0.2640119699612091",""
"IMF.STA:GFS_COFOG(11.0.0)","LUX.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Luxembourg","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.089554012669843","1.171351586311685","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.7225437553101105","0.7001184643510056","",""
"IMF.STA:GFS_COFOG(11.0.0)","UZB.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Uzbekistan, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.6140270589548352","0.2999924062721669","0.1437728283163898",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LUX.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Luxembourg","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.673437828216382","1.744736478913025","",""
"IMF.STA:GFS_COFOG(11.0.0)","NOR.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Norway","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.3156156552025588","0.2631832046264745","",""
"IMF.STA:GFS_COFOG(11.0.0)","SMR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","San Marino, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.608488991424221","1.482418781451596","1.513783408178451",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Moldova, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","2.131456222019499","1.75587550799339","1.78106138352723",""
"IMF.STA:GFS_COFOG(11.0.0)","FSM.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Micronesia, Federated States of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GRC.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Greece","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.6672161604051561","0.6340129048244993","",""
"IMF.STA:GFS_COFOG(11.0.0)","HND.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Honduras","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDA.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Moldova, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.70924369784001","2.362312122937641","2.421997527812808",""
"IMF.STA:GFS_COFOG(11.0.0)","UZB.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Uzbekistan, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.8231323519669933","0.9156844688228036","0.8651928719333228",""
"IMF.STA:GFS_COFOG(11.0.0)","UZB.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Uzbekistan, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","1.14179263799811","1.135600077211465","1.064380844620377",""
"IMF.STA:GFS_COFOG(11.0.0)","NOR.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Norway","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","4.766150238324857","3.882333299639063","",""
"IMF.STA:GFS_COFOG(11.0.0)","HRV.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Croatia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.231622769753611","1.128244241316271","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","UKR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Ukraine","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.003003201886531804","0.006697697358751881","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","KGZ.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.04429811077233656","0.04425175655375517","0.038399793339245",""
"IMF.STA:GFS_COFOG(11.0.0)","MDV.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Maldives","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SVK.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Slovak Republic","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BHS.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Bahamas, The","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TTO.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Trinidad and Tobago","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NIC.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Nicaragua","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LUX.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Luxembourg","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.0888132801185172","0.07678169044059699","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDV.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Maldives","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LKA.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Sri Lanka","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CZE.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Czech Republic","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","9.519741968418241","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.778313345436878","0.753759610343155","",""
"IMF.STA:GFS_COFOG(11.0.0)","MLT.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Malta","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.985664501346577","5.295821204795501","",""
"IMF.STA:GFS_COFOG(11.0.0)","CHL.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Chile","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LUX.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Luxembourg","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.163479397684934","2.045131557393437","",""
"IMF.STA:GFS_COFOG(11.0.0)","CZE.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Czech Republic","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.881858125434485","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MDA.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Moldova, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0181346036952316","0.01585858420984007","0.01472486471345307",""
